DEPCOM,POLE,NCC
48040,48027,CHASSERADES
48047,48009,CHAZE-DE-PEYRE
48049,48099,CHIRAC
48052,48004,COMBRET
48060,48009,FAU-DE-PEYRE
48062,48105,FONTANES
48066,48116,FRAISSINET-DE-LOZERE
48076,48009,JAVOLS
48084,48139,LAVAL-ATGER
48093,48027,MAS-D'ORCIERES
48101,48146,MONTBRUN
48102,48034,MONTJEZIEU
48109,48074,PARADE
48113,48099,PIN-MORIES
48114,48015,PLANCHAMP
48118,48146,PRADES
48120,48087,PRINSUEJOLS
48122,48146,QUEZAC
48125,48094,RECOUX
48134,48152,SAINT-ANDEOL-DE-CLERGUEMORT
48142,48009,SAINTE-COLOMBE-DE-PEYRE
48143,48070,SAINTE-COLOMBE-DE-MONTAUROUX
48154,48094,SAINT-GEORGES-DE-LEVEJAC
48159,48015,SAINT-JEAN-CHAZORNE
48162,48166,SAINT-JULIEN-D'ARPAON
48164,48027,SAINT-JULIEN-DU-TOURNEL
48172,48116,SAINT-MAURICE-DE-VENTALON
48180,48094,SAINT-ROME-DE-DOLAN
48183,48009,SAINT-SAUVEUR-DE-PEYRE
48186,48061,SALLE-PRUNET
48195,48094,VIGNES
48196,48039,VILLARD
49001,49050,ALLEUDS
49004,49307,ANDARD
49005,49176,ANDIGNE
49006,49023,ANDREZE
49013,49228,AUVERSE
49014,49331,AVIRE
49016,49328,BAGNEUX
49019,49307,BAUNE
49024,49244,BEAUSSE
49025,49163,BEAUVAU
49031,49018,BOCE
49032,49307,BOHALLE
49033,49218,BOISSIERE-SUR-EVRE
49034,49244,BOTZ-EN-MAUGES
49037,49331,BOURG-D'IRE
49039,49244,BOURGNEUF-EN-MAUGES
49040,49069,BOUZILLE
49042,49307,BRAIN-SUR-L'AUTHION
49043,49367,BRAIN-SUR-LONGUENEE
49044,49228,BREIL
49047,49125,BRIGNE
49049,49138,BRION
49051,49065,BRISSARTHE
49052,49228,BROC
49059,49373,CERQUEUX-SOUS-PASSAVANT
49062,49228,CHALONNES-SOUS-LE-LUDE
49066,49345,CHAMP-SUR-LAYON
49071,49092,CHANZEAUX
49072,49023,CHAPELLE-DU-GENET
49073,49248,CHAPELLE-HULLIN
49074,49092,CHAPELLE-ROUSSELIN
49075,49244,CHAPELLE-SAINT-FLORENT
49077,49331,CHAPELLE-SUR-OUDON
49078,49050,CHARCE-SAINT-ELLIER-SUR-AUBANCE
49079,49018,CHARTRENE
49081,49331,CHATELAIS
49083,49218,CHAUDRON-EN-MAUGES
49084,49163,CHAUMONT-D'ANJOU
49085,49218,CHAUSSAIRE
49087,49228,CHAVAIGNES
49088,49248,CHAZE-HENRY
49091,49050,CHEMELLIER
49093,49220,CHEMIRE-SUR-SARTHE
49094,49261,CHENEHUTTE-TREVES-CUNAULT
49095,49067,CHENILLE-CHANGE
49096,49065,CHERRE
49097,49018,CHEVIRE-LE-ROUGE
49098,49228,CHIGNE
49101,49018,CLEFS
49103,49248,COMBREE
49104,49125,CONCOURSON-SUR-LAYON
49105,49065,CONTIGNE
49106,49307,CORNE
49108,49183,CORNUAILLE
49111,49092,COSSE-D'ANJOU
49115,49050,COUTURES
49116,49018,CUON
49117,49307,DAGUENIERE
49118,49328,DAMPIERRE-SUR-LOIRE
49119,49220,DAUMERAY
49122,49228,DENEZE-SOUS-LE-LUDE
49124,49125,DOUCES
49126,49069,DRAIN
49128,49018,ECHEMIRE
49133,49345,FAVERAYE-MACHELLES
49134,49345,FAYE-D'ANJOU
49136,49331,FERRIERE-DE-FLEE
49137,49218,FIEF-SAUVIN
49139,49194,FONTAINE-MILON
49141,49125,FORGES
49142,49373,FOSSE-DE-TIGNE
49143,49018,FOUGERE
49144,44225,FREIGNE
49145,49218,FUILET
49146,49092,GARDES
49147,49021,GEE
49148,49367,GENE
49149,49261,GENNES
49150,49228,GENNETEIL
49151,49023,GESTE
49152,49029,GOHIER
49153,49092,VALANJOU
49154,49261,GREZILLE
49156,49248,GRUGE-L'HOPITAL
49157,49018,GUEDENIAU
49158,49331,HOTELLERIE-DE-FLEE
49162,49023,JALLAIS
49164,49092,JOUE-ETIAU
49165,49023,JUBAUDIERE
49166,49214,JUIGNE-BENE
49168,49180,JUMELLES
49169,49092,JUMELLIERE
49172,49069,LANDEMONT
49173,49228,LASSE
49175,49228,LINIERES-BOUTON
49177,49069,LIRE
49179,49301,LONGERON
49181,49003,LOUERRE
49184,49331,LOUVAINES
49185,49163,LUE-EN-BAUGEOIS
49186,49050,LUIGNE
49187,49331,MARANS
49189,49065,MARIGNE
49190,49244,MARILLAIS
49191,49086,MARTIGNE-BRIAND
49196,49200,MEIGNANNE
49197,49228,MEIGNE-LE-VICOMTE
49198,49125,MEIGNE
49199,49092,MELAY
49202,49228,MEON
49203,49215,MERON
49204,49244,MESNIL-EN-VALLEE
49206,49301,MONTFAUCON-MONTIGNE
49207,49125,MONTFORT
49208,49331,MONTGUILLON
49210,49301,MONTIGNE-SUR-MOINE
49212,49244,MONTJEAN-SUR-LOIRE
49213,49018,MONTPOLLIN
49225,49092,NEUVY-EN-MAUGES
49226,49248,NOELLET
49227,49086,NOTRE-DAME-D'ALLENCON
49229,49331,NOYANT-LA-GRAVOYERE
49230,49003,NOYANT-LA-PLAINE
49232,49373,NUEIL-SUR-LAYON
49233,49331,NYOISEAU
49234,49228,PARCAY-LES-PINS
49238,49323,PELLOUAILLES-LES-VIGNES
49239,49023,PIN-EN-MAUGES
49242,49200,PLESSIS-MACE
49243,49023,POITEVINIERE
49245,49018,PONTIGNE
49249,49367,POUEZE
49250,49248,PREVIERE
49251,49200,PRUILLE
49252,49218,PUISET-DORE
49254,49065,QUERRE
49255,49050,QUINCE
49256,49345,RABLAY-SUR-LAYON
49258,49301,RENAUDIERE
49263,49301,ROUSSAY
49264,49301,SAINT-ANDRE-DE-LA-MARCHE
49265,49292,SAINT-AUBIN-DE-LUIGNE
49268,49092,SAINTE-CHRISTINE
49270,49069,SAINT-CHRISTOPHE-LA-COUPERIE
49273,49301,SAINT-CRESPIN-SUR-MOINE
49275,49050,SAINT-ELLIER
49276,49244,SAINT-FLORENT-LE-VIEIL
49277,49331,SAINTE-GEMMES-D'ANDIGNE
49279,49261,SAINT-GEORGES-DES-SEPT-VOIES
49280,49138,SAINT-GEORGES-DU-BOIS
49281,49092,SAINT-GEORGES-DES-GARDES
49282,49125,SAINT-GEORGES-SUR-LAYON
49285,49301,SAINT-GERMAIN-SUR-MOINE
49286,49373,SAINT-HILAIRE-DU-BOIS
49287,49328,SAINT-HILAIRE-SAINT-FLORENT
49290,49167,SAINT-JEAN-DES-MAUVRETS
49293,49328,SAINT-LAMBERT-DES-LEVEES
49295,49244,SAINT-LAURENT-DE-LA-PLAINE
49296,49069,SAINT-LAURENT-DES-AUTELS
49297,49244,SAINT-LAURENT-DU-MOTTAY
49300,49092,SAINT-LEZIN
49303,49018,SAINT-MARTIN-D'ARCE
49304,49261,SAINT-MARTIN-DE-LA-PLACE
49305,49331,SAINT-MARTIN-DU-BOIS
49309,49248,SAINT-MICHEL-ET-CHANVEAUX
49312,49023,SAINT-PHILBERT-EN-MAUGES
49313,49218,SAINT-PIERRE-MONTLIMART
49314,49218,SAINT-QUENTIN-EN-MAUGES
49315,49018,SAINT-QUENTIN-LES-BEAUREPAIRE
49316,49218,SAINT-REMY-EN-MAUGES
49317,49050,SAINT-REMY-LA-VARENNE
49318,49050,SAINT-SATURNIN-SUR-LOIRE
49319,49331,SAINT-SAUVEUR-DE-FLEE
49320,49069,SAINT-SAUVEUR-DE-LANDEMONT
49322,49029,SAINT-SULPICE
49324,49218,SALLE-ET-CHAPELLE-AUBRY
49325,49092,SALLE-DE-VIHIERS
49327,49050,SAULGE-L'HOPITAL
49335,49065,SURDRES
49340,49125,SOULANGER
49342,49373,TANCOIGNE
49346,49261,THOUREIL
49348,49373,TIGNE
49349,49301,TILLIERES
49350,49301,TORFOU
49351,49092,TOURLANDRY
49354,49248,TREMBLAY
49356,49373,TREMONT
49357,49261,TREVES-CUNAULT
49360,49069,VARENNE
49363,49050,VAUCHRETIEN
49365,49125,VERCHERS-SUR-LAYON
49366,49248,VERGONNES
49372,49018,VIEIL-BAUGE
49375,49023,VILLEDIEU-LA-BLOUERE
49376,49183,VILLEMOISAN
49379,49373,VOIDE
49380,49018,VAULANDRY
49382,49160,FRESNE-SUR-LOIRE
50001,50041,ACQUEVILLE
50005,50400,AMFREVILLE
50009,50565,ANGEY
50010,50099,ANGOVILLE-AU-PLAIN
50011,50142,ANGOVILLE-EN-SAIRE
50012,50267,ANGOVILLE-SUR-AY
50017,50410,ARDEVON
50018,50487,ARGOUGES
50020,50041,AUDERVILLE
50035,50236,BAUDREVILLE
50037,50260,BAZOGE
50043,50260,BELLEFONTAINE
50047,50188,BESLIERE
50051,50523,BEUZEVILLE-AU-PLAIN
50053,50256,BIARDS
50056,50359,BION
50057,50041,BIVILLE
50061,50215,BOISROGER
50063,50236,BOLLEVILLE
50065,50410,BOUCEY
50067,50531,BOULOUZE
50068,50109,BOUREY
50071,50535,BRAFFAIS
50073,50041,BRANVILLE-HAGUE
50075,50601,BRECTOUVILLE
50080,50099,BREVANDS
50091,50256,BUAT
50100,50487,CARNET
50104,50031,CARTERET
50113,50256,CHALANDREY
50114,50115,CHAMBRES
50116,50565,CHAMPCEY
50119,50431,CHAMPS-DE-LOSQUE
50122,50444,CHAPELLE-DU-FEST
50123,50239,CHAPELLE-EN-JUGER
50125,50260,CHASSEGUEY
50127,50523,CHEF-DU-PONT
50128,50393,CHEFRESNE
50131,50260,CHERENCE-LE-ROUSSEL
50132,50168,CHERIS
50133,50391,CHEVREVILLE
50134,50363,CHEVRY
50136,50273,COIGNY
50141,50410,CORMERAY
50153,50400,CRETTEVILLE
50154,50487,CROIX-AVRANCHIN
50157,50410,CUREY
50163,50041,DIGULLEVILLE
50170,50523,ECOQUENEAUVILLE
50171,50041,ECULLEVILLE
50173,50129,EQUEURDREVILLE-HAINNEVILLE
50179,50591,FERRIERES
50180,50592,FERVACHES
50187,50041,FLOTTEMANVILLE-HAGUE
50189,50436,FONTENAY
50191,50523,FOUCARVILLE
50201,50629,GERVILLE-LA-FORET
50202,50601,GIEVILLE
50203,50129,GLACERIE
50204,50236,GLATIGNY
50211,50142,GOUBERVILLE
50212,50400,GOURBESVILLE
50213,50546,GOURFALEUR
50220,50041,GREVILLE-HAGUE
50224,50601,GUILBERVILLE
50226,50129,HAINNEVILLE
50242,50041,HERQUEVILLE
50245,50591,HEUSSE
50248,50409,HOMMET-D'ARTHENAY
50249,50099,HOUESVILLE
50250,50400,HOUTTEVILLE
50254,50591,HUSSON
50255,50419,HYENVILLE
50257,50041,JOBOURG
50264,50405,LASTELLE
50280,50292,LOZON
50284,50410,MACEY
50286,50256,MANCELLIERE
50287,50546,MANCELLIERE-SUR-VIRE
50293,50391,MARTIGNY
50303,50216,MESNIL-ANGOT
50306,50256,MESNIL-BUFS
50307,50197,MESNIL-BONANT
50309,50188,MESNIL-DREY
50314,50197,MESNIL-HUE
50316,50363,MESNIL-OPAC
50318,50260,MESNIL-RAINFRAY
50319,50139,MESNIL-RAOULT
50322,50256,MESNIL-THEBAULT
50323,50260,MESNIL-TOVE
50325,50431,MESNIL-VIGOT
50329,50391,MILLY
50330,50236,MOBECQ
50331,50410,MOIDREY
50333,50400,MOITIERS-EN-BAUPTOIS
50337,50487,MONTANEL
50339,50388,MONTCHATON
50343,50236,MONTGARDON
50344,50256,MONTGOTHIER
50346,50256,MONTIGNY
50355,50565,MONTVIRON
50366,50041,NACQUEVILLE
50367,50256,NAFTEL
50375,50142,NEVILLE-SUR-MER
50377,50590,NOIRPALU
50380,50492,NOTRE-DAME-D'ELLE
50381,50359,NOTRE-DAME-DU-TOUCHET
50383,50129,OCTEVILLE
50385,50041,OMONVILLE-LA-PETITE
50386,50041,OMONVILLE-LA-ROGUE
50392,50410,PAS
50396,50082,PERQUES
50404,50444,PLACY-MONTAIGU
50406,50535,PLOMB
50414,50492,PRECORBIN
50415,50273,PRETOT-SAINTE-SUZANNE
50416,50129,QUERQUEVILLE
50418,50082,QUETTETOT
50424,50456,RANCOUDRAY
50432,50142,RETHOVILLE
50434,50565,ROCHELLE-NORMANDE
50439,50167,RONTHON
50440,50639,ROUFFIGNY
50441,50492,ROUXEVILLE
50458,50099,SAINT-COME-DU-MONT
50459,50502,SAINTE-CROIX-DE-SAINT-LO
50460,50041,SAINTE-CROIX-HAGUE
50465,50095,SAINT-EBREMOND-DE-BONFOSSE
50466,50597,SAINTE-EUGIENNE
50470,50564,SAINT-GEORGES-DE-BOHON
50477,50041,SAINT-GERMAIN-DES-VAUX
50494,50359,SAINT-JEAN-DU-CORAIL
50497,50273,SAINT-JORES
50501,50493,SAINT-LEGER
50508,50591,SAINTE-MARIE-DU-BOIS
50515,50484,SAINT-MARTIN-DE-LANDELLES
50520,50082,SAINT-MARTIN-LE-HEBERT
50526,50066,SAINT-MICHEL-DES-LOUPS
50527,50147,SAINT-NICOLAS-DE-COUTANCES
50530,50218,SAINT-NICOLAS-PRES-GRANVILLE
50534,50099,SAINT-PELLERIN
50544,50236,SAINT-REMY-DES-LANDES
50545,50546,SAINT-ROMPHAIRE
50547,50514,SAINT-SAUVEUR-DE-CHAULIEU
50555,50273,SAINTE-SUZANNE-EN-BAUPTOIS
50557,50090,SAINT-SYMPHORIEN-DES-MONTS
50558,50236,SAINT-SYMPHORIEN-LE-VALOIS
50559,50444,SAINT-SYMPHORIEN-LES-BUTTES
50560,50502,SAINT-THOMAS-DE-SAINT-LO
50561,50493,SAINT-URSIN
50566,50639,SAULTCHEVREUIL-DU-TRONCHET
50586,50236,SURVILLE
50595,50209,THEIL
50600,50041,TONNEVILLE
50602,50129,TOURLAVILLE
50608,50139,TROISGOTS
50611,50041,URVILLE-NACQUEVILLE
50614,50082,VALDECIE
50620,50041,VASTEVILLE
50623,50041,VAUVILLE
50625,50582,VENGEONS
50627,50487,VERGONCEY
50630,50410,VESSEY
50631,50099,VEYS
50632,50256,VEZINS
50635,50492,VIDOUVILLE
50638,50359,VILLECHIEN
50640,50487,VILLIERS-LE-PRE
50642,50400,VINDEFONTAINE
50644,50484,VIREY
50645,50142,VRASVILLE
50646,50082,VRETOT
50649,50592,PONT-FARCY
51011,51537,ANTE
51021,51158,AULNAY-AUX-PLANCHES
51024,51158,AULNIZEUX
51026,51025,AUMENANCOURT-LE-PETIT
51064,51030,BISSEUIL
51067,51277,BLAISE-SOUS-HAUTEVILLE
51096,51270,BUSSY-AUX-BOIS
51114,51269,CHAMPAUBERT-AUX-BOIS
51123,51269,CHANTECOQ
51131,51132,CHARMONTOIS-L'ABBE
51159,51298,COMBLIZY
51180,51380,COURBETAUX
51189,51571,COURMELOIS
51207,51211,DAMPIERRE-SUR-AUVE
51209,51228,DAUCOURT
51221,51380,ECHELLE
51257,51244,FONTAINE-SUR-COOLE
51261,51075,FRESNE-LES-REIMS
51271,51612,GIONGES
51297,51659,HURLUS
51330,51326,LOUVERCY
51331,51564,LOUVOIS
51332,51381,LUCY
51335,51380,MACLAUNAY
51347,51030,MAREUIL-SUR-AY
51366,51368,MESNIL-LES-HURLUS
51383,51158,MORAINS
51394,51046,NAUROY
51400,51017,NEUVILLE-SOUS-ARZILLIERES
51401,51454,NEUVILLETTE
51405,51248,NORMEE
51408,51277,NUISEMENT-AUX-BOIS
51411,51612,OGER
51427,51553,PERTHES-LES-HURLUS
51462,51470,RIPONT
51467,51218,ROSAY
51481,51071,SAINT-GENEST
51494,52182,SAINTE-LIVIERE
51540,51264,SOIGNY
51541,51217,SOILLY
51554,51555,SOUDE-NOTRE-DAME-OU-LE-PETIT
51561,51544,TAHURE
51575,51611,TOULON-LA-MONTAGNE
51593,51214,VARIMONT
51615,51244,VESIGNEUL-SUR-COOLE
51651,51612,VOIPREUX
51653,51648,VOUCIENNES
51661,51571,WEZ
51664,51171,GERNICOURT
52010,52088,ANGLUS
52018,52140,ARGENTOLLES
52020,52273,ARNONCOURT-SUR-APANCE
52024,52405,AUBIGNY-SUR-BADIN
52026,52187,AUGEVILLE
52032,52497,AVRAINVILLE
52036,52449,BALESMES-SUR-MARNE
52041,52400,BEAUCHARMOY
52046,52187,BETTONCOURT-LE-HAUT
52048,52194,BIENVILLE
52049,52140,BIERNES
52052,52140,BLAISE
52054,52008,BLANCHEVILLE
52068,52182,BRAUCOURT
52071,52491,BRESSONCOURT
52073,52123,BREUIL-SUR-MARNE
52077,52197,BRONCOURT
52078,52121,BROTTES
52080,52491,BROUTHIERES
52081,52426,BUCHEY
52086,52211,BUXIERES-LES-FRONCLES
52096,52125,CHAMARANDES
52098,52431,CHAMEROY
52100,52140,CHAMPCOURT
52111,52432,CHARMOILLES
52112,52197,CHARMOY
52117,52189,CHATOILLENOT
52139,52074,COLOMBEY-LES-CHOISEUL
52143,52083,CORGIRNON
52144,52269,CORLEE
52148,52450,COURCELLES-SUR-AUJON
52150,52189,COURCELLES-VAL-D'ESNOMS
52152,52405,COUZON-SUR-COULANGE
52153,52114,CREANCEY
52154,52205,CRENAY
52166,52126,DARDENAY
52176,52353,DONNEMARIE
52180,52411,DROYES
52186,52332,EPINANT
52188,52450,ERISEUL
52191,52353,ESSEY-LES-EAUX
52192,52114,ESSEY-LES-PONTS
52202,52497,FLORNOY
52209,52377,FRESNOY-EN-BASSIGNY
52210,70122,FRETTES
52215,52060,GENRUPT
52224,52064,GONAINCOURT
52226,52265,GOURZON
52236,52288,HARMEVILLE
52238,52140,HARRICOURT
52239,52529,HEUILLEY-COTTON
52241,52448,HOERICOURT
52252,52246,JORQUENAY
52255,52061,LACRETE
52259,52251,LAHARMAND
52261,52094,LAMARGELLE-AUX-BOIS
52262,52140,LAMOTHE-EN-BLAISY
52263,52173,LANDEVILLE
52268,52288,LANEUVILLE-AU-BOIS
52270,52432,LANNES
52279,52140,LAVILLENEUVE-AUX-FRESNES
52281,52332,LECOURT
52283,52332,LENIZEUL
52293,52411,LONGEVILLE-SUR-LA-LAINES
52296,52411,LOUZE
52299,52456,MACONCOURT
52309,52058,MARAULT
52314,52114,MARMESSE
52317,52332,MAULAIN
52323,52332,MEUSE
52324,52074,MEUVY
52329,52388,MONTESSON
52333,52242,MONTLANDON
52334,52158,MONTORMENTIER
52338,52114,MONTRIBOURG
52339,52469,MONTSAON
52340,52405,MONTSAUGEON
52343,52128,MORTEAU
52345,52094,MUSSEAU
52351,52064,NIJON
52361,52353,ODIVAL
52368,52274,ORMOY-SUR-AUBE
52379,52187,PAUTAINES-AUGEVILLE
52381,52292,PERCEY-LE-PAUTEL
52382,52158,PERCEY-SOUS-MONTORMENTIER
52387,52529,PIEPAPE
52389,52384,PIERREFONTAINES
52402,52529,PRANGEY
52404,52140,PRATZ
52408,52265,PREZ-SUR-MARNE
52409,52211,PROVENCHERES-SUR-MARNE
52410,52332,PROVENCHERES-SUR-MEUSE
52412,52050,PUITS-DES-MEZES
52417,52332,RAVENNEFONTAINES
52418,52332,RECOURT
52427,52331,ROBERT-MAGNY
52430,52044,ROCHES-SUR-ROGNON
52434,52058,ROOCOURT-LA-COTE
52435,52242,ROSOY-SUR-AMANCE
52441,52479,ROZIERES
52451,52031,SAINT-MARTIN-SUR-LA-RENNE
52454,52529,SAINT-MICHEL
52458,52526,SANTENOGE
52460,52251,SARCICOURT
52462,52177,SAUCOURT-SUR-ROGNON
52466,52088,SAUVAGE-MAGNY
52471,52464,SEUCHEY
52477,52118,SOMMERMONT
52478,52123,SOMMEVILLE
52481,52491,SOULAINCOURT
52485,52413,SUZEMONT
52496,52242,TROISCHAMPS
52498,52432,TRONCHOY
52501,52031,VALDELANCOURT
52508,52544,VAUX-LA-DOUCE
52509,52405,VAUX-SOUS-AUBIGNY
52521,52383,VIEUX-MOULINS
52527,52060,VILLARS-SAINT-MARCELLIN
52530,52094,VILLEMERVRY
52531,52094,VILLEMORON
52532,52497,VILLIERS-AUX-BOIS
52533,52178,VILLIERS-AUX-CHENES
52537,52230,VILLIERS-SUR-MARNE
53004,53124,AMPOIGNE
53020,53127,BAROCHE-GONDOUIN
53024,53062,BAZOUGES
53032,53228,BLANDOUET
53044,53118,BRETIGNOLLES-LE-MOULIN
53050,53255,CHAMMES
53060,53121,CHAPELLES
53070,53003,CIGNE
53081,53127,COURBERIE
53095,53017,EPINEUX-LE-SEGUIN
53149,53127,MELLERAY-LA-VALLEE
53166,53127,NIORT-LA-FONTAINE
53167,53262,NUILLE-SUR-OUETTE
53171,53133,ORGERES-LA-ROCHE
53183,53160,POULAY
53194,53137,RUILLE-LE-GRAVELAIS
53205,53161,SAINT-CENERE
53217,53186,SAINT-GAULT
53227,53103,SAINT-ISLE
53252,53185,SAINT-SAMSON
53268,53079,VAUCE
53275,53265,VIVIERS
54267,54010,HOUSSELMONT
54319,54059,LIXIERES
54341,54099,MANCE
54342,54099,MANCIEULLES
54347,54059,MANONCOURT-SUR-SEILLE
54361,54128,MENILLOT
54384,54059,MOREY
54448,54518,REGNIEVILLE
54454,54316,REMENAUVILLE
54503,54059,SERRIERES
55003,55229,AILLY-SUR-MEUSE
55006,55040,AMBLAINCOURT
55016,55184,AULNOIS-SOUS-VERTUZEY
55019,55388,AUZECOURT
55020,55117,AUZEVILLE-EN-ARGONNE
55052,55551,BILLY-SOUS-LES-COTES
55056,55385,BLERCOURT
55074,55229,BRASSEITTE
55086,55389,BULAINVILLE
55090,55366,BUSSY-LA-COTE
55091,55457,BUTGNEVILLE
55092,55093,BUXERULLES
55098,55473,CHAMPLON
55112,55358,CHENNEVIERES
55126,55258,CORNIEVILLE
55130,55132,COUSANCELLES
55131,55518,COUSANCES-AU-BOIS
55135,55341,CREPION
55136,55551,CREUE
55147,55094,DARMONT
55151,55274,DEUXNOUDS-AUX-BOIS
55152,55040,DEUXNOUDS-DEVANT-BEAUZEE
55161,55179,DOMREMY-AUX-BOIS
55176,55442,ERIZE-LA-GRANDE
55187,55341,FLABAS
55190,55389,FLEURY-SUR-AIRE
55203,55123,GENICOURT-SOUS-CONDE
55205,55026,GERAUVILLIERS
55209,55145,GIBERCY
55213,55258,GIRONVILLE-SOUS-LES-COTES
55223,55267,HADONVILLE-LES-LACHAUSSEE
55227,54602,HAN-DEVANT-PIERREPONT
55230,55571,HARAUMONT
55231,55123,HARGEVILLE-SUR-CHEE
55233,55551,HATTONCHATEL
55234,55551,HATTONVILLE
55235,55500,HAUCOURT-LA-RIGOLE
55238,55267,HAUMONT-LES-LACHAUSSEE
55240,55002,HAUTECOURT-LES-BROVILLE
55249,55500,HOUDELAUCOURT-SUR-OTHAIN
55259,55117,JUBECOURT
55273,55386,LAMARCHE-EN-WOEVRE
55277,55410,LANDZECOURT
55283,55274,LAVIGNEVILLE
55287,55276,LEMPIRE-AUX-BOIS
55294,55012,LIOUVILLE
55305,55123,LOUPPY-SUR-CHEE
55308,55179,LOXEVILLE
55309,55215,LUMEVILLE-EN-ORNOIS
55314,55114,MALAUMONT
55318,55123,MARATS
55319,55012,MARBOTTE
55337,55060,MESNIL-SOUS-LES-COTES
55342,55254,MONDRECOURT
55354,55060,MONT-VILLERS
55390,55358,OEY
55392,55500,OLLIERES
55393,55191,ORNEL
55402,55117,PAROIS
55413,55497,RAMPONT
55417,55085,RAULECOURT
55418,55500,RECHICOURT
55432,55254,RIGNAUCOURT
55440,55369,ROSIERES-DEVANT-BAR
55441,55148,ROSIERES-EN-BLOIS
55451,55012,SAINT-AGNANT-SOUS-LES-COTES
55455,55551,SAINT-BENOIT-EN-WOEVRE
55478,55530,SAVONNIERES-EN-WOEVRE
55480,55517,SENARD
55483,55530,SENONVILLE
55486,55040,SERAUCOURT
55491,55423,SOMMAISNE
55499,55274,SPADA
55513,55215,TOURAILLES-SOUS-BOIS
55524,55573,VACON
55529,55366,VARNEY
55538,55472,VAUX-LA-GRANDE
55539,55472,VAUX-LA-PETITE
55542,55186,VEEL
55548,55184,VERTUZEY
55550,55551,VIEVILLE-SOUS-LES-COTES
55558,55184,VILLE-ISSEY
55564,55060,VILLERS-SOUS-BONCHAMP
55576,55457,WADONVILLE-EN-WOEVRE
55585,55093,WOINVILLE
56037,56197,CHAPELLE-CARO
56038,56061,CHAPELLE-GACELINE
56064,56061,GLENAC
56095,56121,KERYADO
56142,56144,MOUSTOIR-REMUNGOL
56150,56251,NOYALO
56183,56033,QUELNEUC
56187,56197,QUILY
56192,56144,REMUNGOL
56217,56198,SAINT-GOUVRY
56235,56198,SAINT-SAMSON
57005,57605,ACHATEL
57023,57086,ANGVILLER-LES-BISPING
57068,57262,BERTRING
57078,57680,BIBERKIRCH
57094,57463,BORNY
57135,57209,CHEMERY
57157,57132,COUTURES
57164,57572,DAIN-EN-SAULNOIS
57170,57133,DEDELING
57184,57021,DORNOT
57185,57606,DOURD'HAL
57223,57631,FOLPERSVILLER
57243,57672,GARCHE
57279,57252,GUIRLANGE
57285,57097,HALLING-LES-BOULAY
57327,57630,HOFF
57363,57270,KERPRICH-LES-DIEUZE
57369,57672,KKING
57378,57155,LANDONVILLERS
57400,57151,LIDREQUIN
57420,57150,LOUTREMANGE
57429,57463,MAGNY
57432,57148,MAIZERY
57435,57019,MALANCOURT-LA-MONTAGNE
57450,57306,MARSPICH
57458,57240,MERLEBACH
57503,57631,NEUNKIRCH-LES-SARREGUEMINES
57522,57672,UTRANGE
57523,57482,OGY
57608,57542,SAINT-BERNARD
57632,57250,SARREINSBERG
57646,57124,SENTZICH
57688,57463,VALLIERES-LES-METZ
57699,57695,VAUDONCOURT
57710,57672,VEYMERANGE
57729,57672,VOLKRANGE
57735,57204,VREMY
57744,57631,WELFERDING
57758,57757,HAUTE-YUTZ
57766,57306,SAINT-NICOLAS-EN-FORET
58022,58204,BALLERAY
58091,58086,COURS
58100,58026,DOMPIERRE-SUR-HERY
58167,58026,MICHAUGUES
59020,59009,ASCQ
59030,59139,AUDENCOURT
59040,59033,AYMERIES
59095,59094,BOURBOURG-CAMPAGNE
59154,59588,COUDEKERQUE-VILLAGE
59235,59009,FLERS-LEZ-LILLE
59245,59567,FORENVILLE
59248,59183,FORT-MARDYCK
59298,59350,HELLEMMES-LILLE
59355,59350,LOMME
59362,59053,LOUVIGNIES-BAVAY
59373,59183,MALO-LES-BAINS
59376,59501,MARCHIENNES-CAMPAGNE
59380,59183,MARDYCK
59404,59260,MOERES
59417,59122,MORENCHIES
59460,59183,PETITE-SYNTHE
59510,59183,ROSENDAEL
59540,59183,SAINT-POL-SUR-MER
59561,59631,SELVIGNY
59621,59574,VILLERS-CAMPEAU
59644,59643,WARNETON-SUD
60018,60088,ANSERVILLE
60202,60537,DRESLINCOURT
60246,60088,FOSSEUSE
60266,60133,FUMECHON
60349,60395,LARDIERES
60384,60057,MARISSEL
60417,60570,MONTHERLANT
60419,60374,MONTIGNY
60453,60196,NEUVILLE-D'AUMONT
60467,60057,NOTRE-DAME-DU-THIL
60532,60196,RESSONS-L'ABBAYE
60580,60057,SAINT-JUST-DES-MARAIS
60607,60668,SAUQUEUSE-SAINT-LUCIEN
60649,60029,TROUSSURES
60690,60644,VILLERS-SUR-TRIE
60696,60057,VOISINLIEU
61003,61167,ANCEINS
61004,61168,ANTOIGNY
61009,61474,AUBRY-EN-EXMES
61016,61491,AUTHEUIL
61019,61474,AVERNES-SOUS-EXMES
61022,61483,BAGNOLES-DE-L'ORNE
61025,61211,BAROCHE-SOUS-LUCE
61027,61153,BATILLY
61031,61486,BEAUCHENE
61033,61211,BEAULANDAIS
61042,61345,BELLOU-SUR-HUISNE
61045,61491,BIVILLIERS
61047,61167,BOCQUENCE
61057,61474,BOURG-SAINT-LEONARD
61058,61007,BREEL
61059,61491,BRESOLETTES
61065,61491,BUBERTRE
61073,61007,CARNEILLE
